District,Gas Stove -Yes,Refrigerator/Freezer,Clothes washer,Car/van/autombile,Motorcycle,Cellular Phone,No Cable/satellite Tv,Average Age
 Paracas,1724.0,1724.0,381.0,238.0,373.0,1728.0,951.0,27.8341961662236
 Paramonga,6131.0,6131.0,2101.0,478.0,998.0,5651.0,1750.0,36.8818813219596
 Paranday,13.0,13.0,,1.0,12.0,100.0,140.0,33.961759082218
 Pararca,82.0,82.0,,1.0,2.0,121.0,164.0,41.1288782816229
 Pararin,53.0,53.0,,3.0,2.0,174.0,501.0,36.8213579433092
 Paras,535.0,535.0,,10.0,13.0,791.0,1271.0,31.6610623781676
 Paratia,509.0,509.0,2.0,6.0,168.0,550.0,1256.0,31.5142752562225
 Parco,253.0,253.0,11.0,22.0,2.0,318.0,354.0,37.0520381613183
 Parcona,13578.0,13578.0,3440.0,2002.0,1702.0,12546.0,10017.0,31.0234610616685
 Parcoy,2351.0,2351.0,323.0,310.0,252.0,2943.0,2277.0,27.6795515216231
 Pardo Miguel,2375.0,2375.0,83.0,48.0,555.0,3618.0,3837.0,27.0728701553849
 Pariacoto,573.0,573.0,55.0,38.0,109.0,859.0,1294.0,30.9643942683456
 Pariahuanca,114.0,114.0,2.0,11.5,10.0,374.5,1052.5,33.29572011128475
 Parinari,204.0,204.0,6.0,2.0,18.0,598.0,1172.0,25.6205423171734
 Pariñas,22483.0,22483.0,8176.0,2866.0,4035.0,22353.0,11213.0,31.2948763592347
 Parobamba,123.0,123.0,11.0,11.0,15.0,859.0,1647.0,31.668101963486
 Paruro,578.0,578.0,39.0,39.0,69.0,736.0,974.0,34.2739469578783
 Pastaza,269.0,269.0,12.0,3.0,36.0,430.0,922.0,22.4442693974006
 Patambuco,1105.0,1105.0,3.0,18.0,161.0,1054.0,1444.0,31.1092415221331
 Patapo,5257.0,5257.0,743.0,298.0,1602.0,5346.0,3660.0,32.7583981612447
 Pataypampa,6.0,6.0,,1.0,,25.0,296.0,33.8145363408521
 Pataz,1505.0,1505.0,244.0,182.0,147.0,1851.0,1475.0,25.6722613852523
 Pativilca,4542.0,4542.0,1286.0,295.0,686.0,4374.0,2506.0,32.5921060180139
 Paucar,251.0,251.0,3.0,10.0,16.0,403.0,589.0,36.2820945945946
 Paucara,1102.0,1102.0,38.0,89.0,92.0,1952.0,2644.0,27.5536245799328
 Paucarbamba,231.0,231.0,4.0,15.0,31.0,785.0,1429.0,30.8511274735389
 Paucarcolla,691.0,691.0,11.0,32.0,181.0,1008.0,1650.0,36.0234375
 Paucarpata,34610.0,34610.0,13942.0,9567.0,1483.0,33114.0,22506.0,32.8870312000365
 Paucartambo,2097.5,2097.5,89.0,104.5,803.0,2361.0,3283.0,29.89046301323395
 Paucas,188.0,188.0,10.0,5.0,15.0,314.0,485.0,32.2793081358104
 Pausa,841.0,841.0,90.0,67.0,110.0,969.0,984.0,34.4757041163726
 Pazos,517.0,517.0,5.0,40.0,43.0,985.0,1573.0,31.6919945725916
 Pebas,864.0,864.0,48.0,8.0,79.0,981.0,1955.0,24.8966513223215
 Pedro Gálvez,3242.0,3242.0,294.0,171.0,583.0,4447.0,5313.0,32.541066935078
 Pedro Vilca Apaza,168.0,168.0,1.0,4.0,23.0,364.0,857.0,35.4855945521215
 Perene,9573.0,9573.0,632.0,909.0,2525.0,11921.0,12014.0,28.1178272875137
 Phara,1033.0,1033.0,3.0,15.0,7.0,899.0,2345.0,31.0978196817914
 Pias,322.0,322.0,17.0,21.0,49.0,416.0,428.0,30.606884057971
 Pichacani,1005.0,1005.0,9.0,61.0,223.0,1351.0,2498.0,35.1100545870752
 Pichanaqui,5746.0,5746.0,641.0,515.0,1554.0,8132.0,9513.0,27.8442925180519
 Pichari,4586.0,4586.0,340.0,332.0,1084.0,5424.0,3887.0,25.4731391300516
 Pichigua,518.0,518.0,4.0,13.0,164.0,600.0,1025.0,35.1386809269162
 Pichirhua,404.0,404.0,9.0,13.0,22.0,674.0,1003.0,39.6939437635184
 Pichos,125.0,125.0,2.0,14.0,53.0,336.0,571.0,28.7727272727273
 Picota,2035.0,2035.0,503.0,111.0,834.0,2160.0,951.0,30.3740076448104
 Picsi,2068.0,2068.0,343.0,167.0,479.0,2019.0,1446.0,33.2975440806045
 Pilchaca,69.0,69.0,,,3.0,131.0,193.0,37.028
 Pilcomayo,4943.0,4943.0,948.0,912.0,275.0,4789.0,4252.0,29.7868860633259
 Pilcuyo,3164.0,3164.0,4.0,83.0,464.0,2659.0,4919.0,42.220296101949
 Pillco Marca,9804.0,9804.0,1658.0,1675.0,2121.0,10135.0,7393.0,29.3991966771646
 Pillpinto,320.0,320.0,4.0,37.0,16.0,339.0,432.0,45.9610136452242
 Pilluana,105.0,105.0,2.0,1.0,9.0,146.0,262.0,35.6150289017341
 Pilpichaca,419.0,419.0,4.0,21.0,38.0,749.0,914.0,30.3230601885424
 Pimentel,11217.0,11217.0,4244.0,1933.0,1784.0,11071.0,7776.0,30.121003542442
 Pimpingos,475.0,475.0,10.0,10.0,31.0,889.0,1486.0,31.2580392156863
 Pinra,89.0,89.0,11.0,11.0,52.0,686.0,1656.0,29.6841446235718
 Pinto Recodo,1083.0,1083.0,28.0,24.0,131.0,1517.0,1741.0,27.2830818698986
 Pion,197.0,197.0,2.0,2.0,13.0,331.0,392.0,31.4439868204283
 Pira,202.0,202.0,,2.0,13.0,672.0,1034.0,33.1821740439627
 Pisac,1313.0,1313.0,264.0,137.0,92.0,1858.0,2722.0,30.1602590044516
 Pisacoma,560.0,560.0,6.0,15.0,152.0,909.0,2780.0,35.191171105436
 Pisco,18022.0,18022.0,8325.0,1992.0,2436.0,16807.0,6804.0,31.3219944565491
 Piscobamba,182.0,182.0,26.0,25.0,8.0,677.0,848.0,33.707671957672
 Piscoyacu,678.0,678.0,51.0,15.0,207.0,714.0,826.0,28.1565135895033
 Pisuquia,599.0,599.0,9.0,4.0,20.0,787.0,1256.0,28.8729026845638
 Pitipo,3571.0,3571.0,214.0,166.0,1234.0,4545.0,4700.0,31.13261411633
 Pitumarca,1355.0,1355.0,26.0,56.0,244.0,1223.0,2385.0,30.0884239888424
 Piura,33951.0,33951.0,17024.0,7941.0,9975.0,33623.0,18487.0,33.5092778952017
 Plateria,1502.0,1502.0,3.0,42.0,109.0,1841.0,3195.0,38.8865327903384
 Pocohuanca,220.0,220.0,4.0,5.0,9.0,316.0,415.0,39.1350293542074
 Pocollay,5023.0,5023.0,1676.0,1378.0,343.0,5102.0,4008.0,33.490256079884
 Pocsi,123.0,123.0,2.0,24.0,4.0,114.0,207.0,46.4067415730337
 Polobaya,194.0,194.0,7.0,21.0,13.0,239.0,335.0,39.2198327359618
 Polvora,1634.0,1634.0,92.0,54.0,631.0,2122.0,1969.0,28.0448195576251
 Pomabamba,1111.0,1111.0,161.0,84.0,189.0,2879.0,3410.0,30.7753361283794
 Pomacancha,180.0,180.0,,11.0,30.0,266.0,427.0,32.7231955150666
 Pomacanchi,1245.0,1245.0,30.0,57.0,252.0,1305.0,2118.0,29.6294754371357
 Pomacocha,189.0,189.0,4.0,14.5,11.0,407.5,611.5,34.288128008742405
 Pomahuaca,1357.0,1357.0,44.0,41.0,270.0,1572.0,2260.0,28.6953499520614
 Pomalca,6228.0,6228.0,1592.0,505.0,1318.0,5984.0,4771.0,32.883128190921
 Pomata,2546.0,2546.0,23.0,111.0,449.0,2940.0,5128.0,37.0014591084847
 Ponto,127.0,127.0,5.0,14.0,11.0,382.0,762.0,33.5162755488266
 Poroto,521.0,521.0,63.0,71.0,97.0,790.0,618.0,31.452314556609
 Poroy,513.0,513.0,87.0,86.0,21.0,586.0,581.0,28.4150246305419
 Posic,311.0,311.0,22.0,12.0,177.0,411.0,416.0,26.4564877540386
 Potoni,800.0,800.0,2.0,15.0,193.0,1207.0,1699.0,29.0533130236101
 Pozuzo,533.0,533.0,196.0,77.0,351.0,756.0,887.0,29.5307027266681
 Progreso,344.0,344.0,7.0,17.0,31.0,467.0,884.0,28.2037351443124
 Providencia,62.0,62.0,5.0,4.0,18.0,219.0,300.0,30.2978723404255
 Pucacaca,537.0,537.0,57.0,22.0,248.0,715.0,474.0,33.9165264220801
 Pucacolpa,147.0,147.0,1.0,,6.0,323.0,709.0,26.4094332144273
 Pucala,2286.0,2286.0,442.0,99.0,601.0,2304.0,1407.0,36.6025744167337
 Pucara,933.3333333333334,933.3333333333334,58.333333333333336,61.0,219.33333333333334,1351.6666666666667,1676.6666666666667,33.241942401391235
 Pucayacu,499.0,499.0,5.0,21.0,201.0,702.0,930.0,27.5217508055854
 Pucusana,4213.0,4213.0,1507.0,447.0,441.0,4008.0,2716.0,29.3627694580619
 Pucyura,471.0,471.0,63.0,103.0,38.0,588.0,697.0,29.2210702341137
 Pueblo Libre,12778.5,12778.5,11025.0,5630.5,539.0,13029.5,3549.5,35.5546793660207
 Pueblo Nuevo,4757.8,4757.8,1174.8,487.8,864.8,4595.0,3491.2,30.82597978388584
 Puente Piedra,84078.0,84078.0,35029.0,10443.0,5006.0,80682.0,47335.0,29.0322408432547
 Puerto Bermúdez,1497.0,1497.0,201.0,70.0,440.0,1809.0,3793.0,24.3005391616905
 Puerto Inca,1660.0,1660.0,128.0,79.0,567.0,1674.0,1635.0,26.1218241734878
 Puinahua,155.0,155.0,8.0,2.0,19.0,288.0,913.0,24.9540256175663
 Pulan,298.0,298.0,15.0,9.0,65.0,925.0,1257.0,35.1018993839836
 Pullo,1375.0,1375.0,47.0,144.0,442.0,1551.0,1079.0,28.5971934300749
 Punchana,11959.0,11959.0,4323.0,480.0,6561.0,13287.0,8888.0,27.791796303683
 Punchao,96.0,96.0,3.0,3.0,6.0,399.0,594.0,31.3300149328024
 Puno,37686.0,37686.0,8717.0,6228.0,2053.0,37761.0,30510.0,31.7047336053456
 Punta Hermosa,5349.0,5349.0,1488.0,1363.0,555.0,5237.0,4413.0,30.8604006551594
 Punta Negra,1941.0,1941.0,1020.0,489.0,173.0,1917.0,1255.0,32.1604467062482
 Punta de Bombón,1906.0,1906.0,346.0,233.0,367.0,1992.0,1511.0,36.3777881040892
 Puquina,306.0,306.0,16.0,29.0,43.0,474.0,975.0,40.9313973063973
 Puquio,3262.0,3262.0,298.0,198.0,284.0,3586.0,3521.0,30.940656656369
 Purús,137.0,137.0,19.0,4.0,24.0,233.0,601.0,25.0947552447552
 Pusi,896.0,896.0,4.0,14.0,135.0,1108.0,2012.0,36.7674701235568
 Putina,2205.0,2205.0,38.0,129.0,711.0,3349.0,4148.0,30.4110350437199
 Putinza,114.0,114.0,2.0,3.0,18.0,125.0,147.0,35.9317269076305
 Putumayo,287.0,287.0,27.0,14.0,72.0,400.0,455.0,25.5160938352428
 Puyca,372.0,372.0,2.0,4.0,14.0,366.0,759.0,31.2578992314261
 Puyusca,473.0,473.0,9.0,17.0,119.0,481.0,711.0,37.8845780795344
 Puños,93.0,93.0,1.0,6.0,8.0,551.0,1160.0,29.3663220088626
 Quechualla,44.0,44.0,1.0,,1.0,88.0,110.0,44.7924528301887
 Quehue,83.0,83.0,1.0,5.0,4.0,308.0,886.0,32.1893674815677
 Quellouno,1873.0,1873.0,101.0,96.0,646.0,2915.0,4467.0,32.3826910074375
 Quequeña,1807.0,1807.0,51.0,302.0,71.0,2132.0,2367.0,31.9807692307692
 Querco,45.0,45.0,,,,155.0,424.0,38.9418604651163
 Querecotillo,5992.0,5992.0,492.0,253.0,1331.0,5428.0,5066.0,31.3013828376586
 Querobamba,475.0,475.0,34.0,37.0,50.0,646.0,716.0,33.7552529182879
 Querocotillo,1289.0,1289.0,13.0,36.0,93.0,1830.0,3740.0,30.7235697235697
 Querocoto,455.0,455.0,31.0,14.0,133.0,1637.0,2269.0,32.2744609248411
 Queropalca,7.0,7.0,,,1.0,217.0,283.0,33.6749256689792
 Quiaca,231.0,231.0,1.0,7.0,17.0,400.0,595.0,30.6921633036133
 Quicacha,438.0,438.0,41.0,81.0,75.0,477.0,434.0,31.3124659771366
 Quiches,63.0,63.0,11.0,10.0,12.0,281.0,674.0,32.561144839549
 Quichuas,441.0,441.0,8.0,33.0,118.0,808.0,1014.0,27.4187579214195
 Quichuay,286.0,286.0,8.0,33.0,32.0,431.0,446.0,32.5016198704104
 Quilahuani,41.0,41.0,,4.0,14.0,183.0,286.0,36.2805555555556
 Quilca,287.0,287.0,72.0,43.0,42.0,282.0,137.0,32.8123011664899
 Quilcapuncu,547.0,547.0,10.0,11.0,167.0,1030.0,1903.0,30.4721418931945
 Quilcas,790.0,790.0,54.0,82.0,51.0,948.0,1095.0,30.5512295081967
 Quillo,644.0,644.0,21.0,42.0,321.0,1949.0,3118.0,27.7740132427552
 Quilmana,4248.0,4248.0,873.0,397.0,1539.0,4043.0,2574.0,30.4920141694115
 Quinches,47.0,47.0,1.0,3.0,12.0,177.0,266.0,44.6256157635468
 Quinistaquillas,97.0,97.0,5.0,12.0,4.0,151.0,211.0,43.0559845559846
 Quinjalca,3.0,3.0,,,,101.0,295.0,37.2158647594278
 Quinocay,141.0,141.0,6.0,8.0,62.0,163.0,121.0,42.8598130841121
 Quinua,694.0,694.0,17.0,68.0,35.0,1174.0,1482.0,33.8650403305135
 Quinuabamba,61.0,61.0,5.0,3.0,2.0,257.0,653.0,29.4763636363636
 Quiquijana,1626.0,1626.0,41.0,100.0,83.0,1750.0,2873.0,28.8368808049536
 Quiruvilca,590.0,590.0,153.0,80.0,89.0,2214.0,2385.0,27.8547717842324
 Quishuar,42.0,42.0,,,1.0,174.0,264.0,32.9603283173735
 Quisqui (Kichki),217.0,217.0,2.0,21.0,22.0,616.0,1100.0,30.7228496959166
 Quito-Arma,96.0,96.0,1.0,12.0,7.0,191.0,294.0,37.2696793002915
 Quivilla,64.0,64.0,8.0,10.0,9.0,225.0,415.0,32.049674267101
 Quiñota,367.0,367.0,9.0,8.0,84.0,497.0,1095.0,28.9815108293714
 Ragash,33.0,33.0,,3.0,5.0,414.0,663.0,30.6668129938543
 Rahuapampa,57.0,57.0,5.0,8.0,1.0,146.0,186.0,33.1177304964539
 Ramón Castilla,1349.0,1349.0,241.0,36.0,434.0,1649.0,3163.0,24.5657524246532
 Ranracancha,207.0,207.0,2.0,8.0,27.0,640.0,1108.0,29.4733069698468
 Ranrahirca,271.0,271.0,46.0,75.0,13.0,542.0,697.0,33.6089574708318
 Rapayan,15.0,15.0,,,1.0,201.0,422.0,31.5184921763869
 Raymondi,3192.0,3192.0,760.0,158.0,1648.0,3963.0,6078.0,22.7644465001542
 Razuri,2146.0,2146.0,616.0,122.0,544.0,2151.0,844.0,31.7952446906741
 Recta,10.0,10.0,,3.0,1.0,54.0,77.0,37.8509615384615
 Recuay,774.0,774.0,100.0,70.0,38.0,1125.0,1227.0,34.4334997730368
 Reque,3907.0,3907.0,1018.0,385.0,667.0,3855.0,2935.0,31.982405995935
 Requena,2373.0,2373.0,428.0,61.0,893.0,3523.0,3862.0,25.597044996642
 Ricardo Palma,1512.0,1512.0,478.0,257.0,60.0,1473.0,612.0,30.4110363803118
 Ricran,181.0,181.0,,13.0,20.0,242.0,423.0,34.1512345679012
 Rinconada Llicuar,605.0,605.0,49.0,26.0,128.0,626.0,613.0,30.3342210386152
 Rio Santiago,424.0,424.0,12.0,2.0,11.0,385.0,3008.0,20.3029456030961
 Rioja,6040.0,6040.0,1688.0,384.0,3302.0,6726.0,3150.0,30.628776301869
 Ripan,508.0,508.0,29.0,31.0,90.0,939.0,1208.0,28.8584586466165
 Roble,51.0,51.0,2.0,3.0,16.0,183.0,374.0,25.5907692307692
 Rocchacc,125.0,125.0,5.0,9.0,32.0,546.0,766.0,30.6277426552622
 Rondocan,426.0,426.0,5.0,11.0,22.0,437.0,751.0,37.734778121775
 Rondos,144.0,144.0,3.0,12.0,24.0,549.0,1139.0,31.8981919332406
 Rosa Panduro,28.0,28.0,,1.0,1.0,13.0,122.0,25.7076923076923
 Rosario,304.0,304.0,4.0,20.0,36.0,987.0,1505.0,31.1096907216495
 Rosaspata,999.0,999.0,20.0,10.0,97.0,782.0,1730.0,39.4721745525864
 Rumisapa,720.0,720.0,72.0,23.0,273.0,776.0,698.0,31.1820023148148
 Rupa-Rupa,11825.0,11825.0,3457.0,802.0,5037.0,12396.0,5311.0,29.7424151057174
 Rímac,46595.0,46595.0,29584.0,6850.0,1747.0,43926.0,20559.0,35.0970563835569
 Río Grande,713.5,713.5,35.5,39.0,74.5,782.5,731.0,33.7077857465202
 Río Negro,2325.0,2325.0,189.0,158.0,831.0,3988.0,5621.0,22.8008547845095
 Río Tambo,790.0,790.0,42.0,67.0,395.0,1890.0,6564.0,23.0465509294823
 Sabaino,51.0,51.0,,2.0,2.0,79.0,423.0,38.2337545126354
 Sabandia,1189.0,1189.0,493.0,312.0,56.0,1133.0,827.0,33.5238095238095
 Sacanche,337.0,337.0,36.0,14.0,98.0,443.0,510.0,31.9028571428571
 Sachaca,6586.0,6586.0,3286.0,2468.0,347.0,6466.0,3924.0,32.0968421052632
 Sacsamarca,316.0,316.0,2.0,9.0,6.0,396.0,500.0,37.4782939832445
 Saisa,51.0,51.0,,4.0,1.0,104.0,196.0,36.2743362831858
 Salamanca,163.0,163.0,3.0,1.0,,117.0,209.0,44.734309623431
 Salas,4087.0,4087.0,442.0,415.5,297.5,4344.0,4988.0,29.039239868357647
 Salaverry,4891.0,4891.0,1444.0,351.0,395.0,4643.0,3241.0,29.2838365709459
 Salcabamba,270.0,270.0,6.0,12.0,49.0,893.0,1216.0,32.1413270637409
 Salcahuasi,98.0,98.0,,2.0,4.0,490.0,866.0,35.0558103975535
 Salitral,1481.5,1481.5,155.0,59.5,351.5,1638.0,1618.0,32.20051356829145
 Sallique,1000.0,1000.0,4.0,4.0,60.0,1237.0,1823.0,27.7470496232049
 Salpo,530.0,530.0,10.0,28.0,91.0,1286.0,1871.0,33.0030869490653
 Sama,1106.0,1106.0,54.0,170.0,370.0,1425.0,1442.0,36.8868918500155
 Saman,1392.0,1392.0,5.0,43.0,778.0,2389.0,3380.0,34.3187143597719
 Samanco,1317.0,1317.0,297.0,122.0,175.0,1257.0,810.0,31.7949685534591
 Samegua,2337.0,2337.0,686.0,609.0,135.0,2557.0,1815.0,32.4869103773585
 Samuel Pastor,4717.0,4717.0,1021.0,696.0,878.0,4560.0,3228.0,30.4897178683386
 Samugari,1446.0,1446.0,44.0,106.0,272.0,2216.0,1731.0,26.8984059511158
 San Agustín,3597.0,3597.0,485.0,565.0,283.0,3589.0,3352.0,29.5358942477587
 San Andrés,3505.0,3505.0,1413.0,399.0,360.0,3182.0,1302.0,30.3434299411637
 San Andrés de Cutervo,278.0,278.0,9.0,9.0,47.0,904.0,1156.0,32.0774209012464
 San Andrés de Tupicocha,200.0,200.0,4.0,15.0,33.0,329.0,322.0,33.0174242424242
 San Anton,1103.0,1103.0,9.0,25.0,86.0,1291.0,2563.0,30.6296245546725
 San Antonio,430.8,430.8,117.75,45.4,106.75,530.8,472.8,33.6915636070199
 San Antonio de Antaparco,126.0,126.0,2.0,2.0,5.0,367.0,601.0,32.4123977615153
 San Antonio de Cachi,237.0,237.0,1.0,4.0,6.0,630.0,1039.0,32.8298969072165
 San Antonio de Chuca,253.0,253.0,3.0,12.0,117.0,252.0,338.0,33.9142212189616
 San Antonio de Cusicancha,194.0,194.0,,7.0,10.0,308.0,459.0,29.8438880706922
 San Bartolo,2071.0,2071.0,1161.0,580.0,249.0,1990.0,1166.0,32.5566693397487
 San Bartolomé,302.0,302.0,26.0,32.0,20.0,312.0,233.0,36.9201053555751
 San Benito,337.0,337.0,26.0,16.0,89.0,696.0,1006.0,33.0711974110032
 San Bernardino,226.0,226.0,14.0,23.0,44.0,928.0,1290.0,32.1960875640428
 San Borja,31971.0,31971.0,31452.0,22832.0,1385.0,33926.0,4873.0,40.8521815147421
 San Buenaventura,85.0,85.0,4.5,8.0,3.0,222.0,371.5,36.15143542405505
 San Carlos,49.0,49.0,,,4.0,127.0,183.0,37.3721881390593
 San Clemente,6639.0,6639.0,1209.0,584.0,479.0,6232.0,3729.0,28.4898444426533
 San Cristobal,160.0,160.0,1.5,5.0,10.5,222.5,344.0,32.693494224053
 San Cristóbal,193.5,193.5,5.0,6.0,69.0,370.0,483.0,36.6057897504098
 San Cristóbal de Rajan,18.0,18.0,,1.0,1.0,140.0,192.0,39.8196347031963
 San Damian,122.0,122.0,,5.0,2.0,284.0,288.0,35.9384359400998
 San Felipe,931.0,931.0,3.0,19.0,65.0,911.0,1396.0,30.7257617728532
 San Fernando,537.0,537.0,12.0,9.0,308.0,708.0,650.0,28.6882508057427
 San Francisco,194.0,194.0,3.0,9.0,25.0,326.0,431.0,32.2921204356182
 San Francisco de Asís,55.0,55.0,2.0,4.0,3.0,229.0,456.0,34.7191358024691
 San Francisco de Asís de Yarusyacan,594.0,594.0,21.0,76.0,21.0,927.0,1001.0,32.7580174927114
 San Francisco de Cayran,325.0,325.0,6.0,24.0,38.0,781.0,1557.0,32.4139515455305
 San Francisco de Daguas,57.0,57.0,7.0,11.0,7.0,88.0,86.0,41.1389830508475
 San Francisco de Ravacayco,57.0,57.0,1.0,4.0,5.0,140.0,184.0,39.1259689922481
 San Francisco de Sangayaico,43.0,43.0,1.0,2.0,4.0,116.0,292.0,34.6652173913043
 San Francisco del Yeso,114.0,114.0,4.0,3.0,4.0,182.0,230.0,34.1769784172662
 San Gaban,345.0,345.0,5.0,14.0,54.0,1140.0,1826.0,29.1037763466042
 San Gregorio,175.0,175.0,8.0,8.0,43.0,588.0,712.0,35.8954688200987
 San Hilarión,789.0,789.0,76.0,33.0,399.0,844.0,484.0,28.4993662864385
 San Ignacio,5015.0,5015.0,654.0,228.0,1527.0,7471.0,7850.0,28.1938313280822
 San Isidro,8560.0,8560.0,19190.0,7683.5,495.5,10248.0,1220.5,39.83642481905325
 San Isidro de Maino,140.0,140.0,7.0,2.0,19.0,143.0,182.0,33.6379310344828
 San Jacinto,2016.0,2016.0,345.0,236.0,484.0,2060.0,1482.0,33.6520206766917
 San Javier de Alpabamba,38.0,38.0,,,6.0,96.0,120.0,41.9794520547945
 San Jerónimo,5681.333333333333,5681.333333333333,3179.5,1457.6666666666667,356.3333333333333,6247.333333333333,5300.0,32.51222560060227
 San Jerónimo de Tunan,2834.0,2834.0,417.0,391.0,288.0,2828.0,2517.0,30.7922592879924
 San Joaquín,18.0,18.0,,,2.0,68.0,77.0,46.5301204819277
 San José,2364.3333333333335,2364.3333333333335,303.0,152.33333333333334,472.3333333333333,2540.3333333333335,2362.0,31.1973124120711
 San José de Los Molinos,1800.0,1800.0,231.0,160.0,234.0,1710.0,1706.0,32.1371117790182
 San José de Lourdes,1733.0,1733.0,44.0,73.0,299.0,3119.0,4447.0,27.3756893112754
 San José de Quero,739.0,739.0,7.0,71.0,83.0,1002.0,1447.0,31.6261578362356
 San José de Sisa,2281.0,2281.0,336.0,113.0,870.0,2840.0,2381.0,28.5734681330692
 San José de Ticllas,208.0,208.0,,5.0,1.0,318.0,535.0,33.0669992872416
 San José de Ushua,27.0,27.0,1.0,3.0,6.0,77.0,83.0,36.4072398190045
 San José del Alto,579.0,579.0,15.0,47.0,271.0,1617.0,1797.0,28.5067528735632
 San Juan,149.75,149.75,6.666666666666667,9.75,12.333333333333334,579.75,923.75,33.88529144636308
 San Juan Bautista,12646.0,12646.0,3553.0,1027.0,4419.333333333333,13616.333333333334,10511.333333333334,28.8619067833053
 San Juan de Bigote,971.0,971.0,13.0,12.0,96.0,1138.0,1734.0,33.1615109591171
 San Juan de Chacña,55.0,55.0,3.0,3.0,1.0,174.0,263.0,38.8855656697009
 San Juan de Cutervo,283.0,283.0,,11.0,50.0,337.0,502.0,29.940796555436
 San Juan de Iris,14.0,14.0,,1.0,,65.0,148.0,35.3619456366238
 San Juan de Iscos,306.0,306.0,2.0,22.0,10.0,467.0,752.0,36.2464093357271
 San Juan de Jarpa,177.0,177.0,,6.0,6.0,344.0,918.0,34.3273137697517
 San Juan de Licupis,99.0,99.0,,,8.0,214.0,316.0,37.8131524008351
 San Juan de Lopecancha,29.0,29.0,,1.0,1.0,85.0,128.0,33.36276849642
 San Juan de Lurigancho,263810.0,263810.0,117725.0,36661.0,11580.0,251498.0,118357.0,30.8744625636137
 San Juan de Miraflores,87342.0,87342.0,51234.0,16162.0,4709.0,82024.0,47996.0,33.3675169402538
 San Juan de Rontoy,110.0,110.0,7.0,3.0,6.0,218.0,312.0,29.3540587219344
 San Juan de Salinas,369.0,369.0,1.0,4.0,148.0,707.0,1053.0,34.1372756071806
 San Juan de Siguas,181.0,181.0,29.0,36.0,13.0,175.0,174.0,33.8527004909984
 San Juan de Tantaranche,56.0,56.0,,,2.0,52.0,85.0,34.668449197861
 San Juan de Tarucani,254.0,254.0,,32.0,174.0,352.0,545.0,37.8997821350763
 San Juan de Yanac,87.0,87.0,,6.0,7.0,182.0,495.0,37.9964570416298
 San Juan de la Virgen,1142.0,1142.0,173.0,89.0,273.0,1111.0,850.0,32.5419947506562
 San Juan del Oro,693.0,693.0,10.0,11.0,64.0,1121.0,1667.0,34.5274578087329
 San Lorenzo,491.0,491.0,20.0,28.0,62.0,634.0,689.0,30.968085106383
 San Lorenzo de Quinti,196.0,196.0,2.0,4.0,20.0,341.0,329.0,40.3458708094849
 San Luis,4529.5,4529.5,2670.5,1100.5,352.0,4894.0,2445.25,34.362041174918446
 San Luis de Lucma,154.0,154.0,,6.0,22.0,828.0,990.0,33.007
 San Luis de Shuaro,597.0,597.0,36.0,66.0,163.0,1096.0,1166.0,32.9896560019245
 San Marcos,853.0,853.0,125.0,111.0,91.0,2517.0,3162.0,31.8991369694123
 San Marcos de Rocchac,189.0,189.0,,12.0,30.0,408.0,630.0,35.1053502482074
 San Martín,878.0,878.0,52.0,37.0,207.0,1634.0,2175.0,25.2505982578731
 San Martín de Porres,170772.0,170772.0,110011.0,33569.0,8261.0,164697.0,59308.0,33.4003880241498
 San Mateo,987.0,987.0,64.0,84.0,33.0,981.0,717.0,31.5053003533569
 San Mateo de Otao,279.0,279.0,7.0,22.0,4.0,251.0,373.0,38.3835205992509
 San Miguel,15756.75,15756.75,9789.0,5262.25,1436.5,16754.0,8562.0,32.682294691758
 San Miguel de Aco,17.0,17.0,,10.0,3.0,222.0,704.0,31.1953191489362
 San Miguel de Acos,126.0,126.0,21.0,25.0,7.0,171.0,112.0,40.3472222222222
 San Miguel de Cauri,181.0,181.0,1.0,11.0,19.0,785.0,1296.0,28.989577994191
 San Miguel de Chaccrampa,85.0,85.0,1.0,1.0,11.0,296.0,503.0,30.1785492870428
 San Miguel de Corpanqui,3.0,3.0,,,,95.0,149.0,37.8646464646465
 San Miguel de El Faique,669.0,669.0,31.0,15.0,102.0,1302.0,2408.0,30.4895137128371
 San Miguel de Mayocc,70.0,70.0,4.0,8.0,6.0,187.0,243.0,36.1476510067114
 San Nicolás,672.5,672.5,324.0,79.0,382.0,903.0,979.0,31.15765822705515
 San Pablo,1006.75,1006.75,56.75,36.75,215.25,1672.0,2277.5,30.590790681080176
 San Pablo de Pillao,600.0,600.0,12.0,50.0,174.0,1451.0,2147.0,26.9617964071856
 San Pedro,273.3333333333333,273.3333333333333,6.0,20.333333333333332,42.333333333333336,425.0,645.6666666666666,37.5102682803348
 San Pedro de Cachora,397.0,397.0,14.0,19.0,5.0,544.0,837.0,34.7194018103109
 San Pedro de Cajas,978.0,978.0,15.0,57.0,56.0,945.0,1349.0,38.9185226952354
 San Pedro de Casta,162.0,162.0,2.0,6.0,3.0,221.0,265.0,41.2370689655172
 San Pedro de Chana,153.0,153.0,10.0,13.0,12.0,445.0,670.0,27.8354380426204
 San Pedro de Chaulan,181.0,181.0,2.0,13.0,5.0,402.0,832.0,29.7167443528146
